ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	COGNACY
1095	208_pestle	pestle	Phon	Phon	ci⁵⁵	ci⁵⁵	ts i ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	315	315
1096	208_pestle	pestle	Zaiwa	Zaiwa	tʰuŋ³⁴ gi⁵³	tʰuŋ³⁴ gi⁵³	tʰ u ŋ ³⁴ + g i ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	315 316	315 316
1097	208_pestle	pestle	WrittenBurmese	Written_Burmese	kjaɲ	kjaɲ	k j a ɲ	oldb1235	21.16	94.90	Sino-Tibetan	316	316
432	85_pig	pig	Achang	Achang	wuɂ⁴²	wuɂ⁴²	w u ʔ ⁴²	acha1249	24.25	97.8333	Sino-Tibetan	132	132
433	85_pig	pig	Bela	Bela	vʷa⁵²	vʷa⁵²	v w a ⁵²	pela1242	24.45	98.6	Sino-Tibetan	132	132
434	85_pig	pig	Lashi	Lashi	wuɂ³	wuɂ³	w u ʔ ³	lash1243	24.45	98.6	Sino-Tibetan	132	132
435	85_pig	pig	Maru	Maru	vɔɂ³²	vɔɂ³²	v ɔ ʔ ³²	maru1249	24.45	98.6	Sino-Tibetan	132	132
436	85_pig	pig	Phon	Phon	wʊɂ³¹	wʊɂ³¹	w ʊ ʔ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	132	132
437	85_pig	pig	WrittenBurmese	Written_Burmese	wak	wak	w a k	oldb1235	21.16	94.90	Sino-Tibetan	132	132
438	85_pig	pig	Zaiwa	Zaiwa	waɂ³¹	waɂ³¹	w a ʔ ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	132	132
1020	193_pillow	pillow	Achang	Achang	ɂu⁵ kʰɨɂ⁵³	ɂu⁵ kʰɨɂ⁵³	ʔ u ⁵ + kʰ ɨ ʔ ⁵³	acha1249	24.25	97.8333	Sino-Tibetan	294 295	294 295
1021	193_pillow	pillow	Lashi	Lashi	wə⁵ kʰoɂ⁵³	wə⁵ kʰoɂ⁵³	w ə ⁵ + kʰ o ʔ ⁵³	lash1243	24.45	98.6	Sino-Tibetan	294 295	294 295
1022	193_pillow	pillow	Maru	Maru	ɂau² kʰau³	ɂau² kʰau³	ʔ au ² + kʰ au ³	maru1249	24.45	98.6	Sino-Tibetan	294 295	294 295
1023	193_pillow	pillow	Phon	Phon	ɂaiɂ³¹	ɂaiɂ³¹	ʔ ai ʔ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	294	294
1024	193_pillow	pillow	WrittenBurmese	Written_Burmese	ɂum: kʰauŋ:	ɂum: kʰauŋ:	ʔ u mː/m + kʰ au ŋː/ŋ	oldb1235	21.16	94.90	Sino-Tibetan	294 295	294 295
1025	193_pillow	pillow	Zaiwa	Zaiwa	ɂu³ kʰuɂ⁵⁴	ɂu³ kʰuɂ⁵⁴	ʔ u ³ + kʰ u ʔ ⁵⁴	zaiw1241	24.45	98.6	Sino-Tibetan	294 295	294 295
1546	300_plant	plant	Lashi	Lashi	dzoŋ⁴	dzoŋ⁴	d z o ŋ ⁴	lash1243	24.45	98.6	Sino-Tibetan	440	440
1547	300_plant	plant	Maru	Maru	dzạụɂ⁵³	dzạụɂ⁵³	d z a̰u ʔ ⁵³	maru1249	24.45	98.6	Sino-Tibetan	440	440
1548	300_plant	plant	WrittenBurmese	Written_Burmese	cuik	cuik	ts u/w i k	oldb1235	21.16	94.90	Sino-Tibetan	440	440
1549	300_plant	plant	Achang	Achang	xjɔ⁵	xjɔ⁵	x j ɔ ⁵	acha1249	24.25	97.8333	Sino-Tibetan	441	441
1550	300_plant	plant	Zaiwa	Zaiwa	hɔ⁵³	hɔ⁵³	h ɔ ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	441	441
1101	210_plate	plate	Achang	Achang	ban³¹	ban³¹	b a n ³¹	acha1249	24.25	97.8333	Sino-Tibetan	319	319
1102	210_plate	plate	Lashi	Lashi	bãɪ⁵¹	bãɪ⁵¹	b ãɪ ⁵¹	lash1243	24.45	98.6	Sino-Tibetan	319	319
1103	210_plate	plate	Maru	Maru	ban³¹ dzo³²	ban³¹ dzo³²	b a n ³¹ + d z o ³²	maru1249	24.45	98.6	Sino-Tibetan	319 320	319 320
1104	210_plate	plate	WrittenBurmese	Written_Burmese	pan: ɂaŋ	pan: ɂaŋ	p a nː/n + ʔ a ŋ	oldb1235	21.16	94.90	Sino-Tibetan	319 320	319 320
1105	210_plate	plate	Zaiwa	Zaiwa	dzaŋ³¹	dzaŋ³¹	d z a ŋ ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	320	320
1601	311_play	play	Achang	Achang	lɨ̣ụ³	lɨ̣ụ³	l ɨ̰ ṵ ³	acha1249	24.25	97.8333	Sino-Tibetan	455	455
1602	311_play	play	Bela	Bela	li²³	li²³	l i ²³	pela1242	24.45	98.6	Sino-Tibetan	455	455
1603	311_play	play	Lashi	Lashi	lu³²	lu³²	l u ³²	lash1243	24.45	98.6	Sino-Tibetan	455	455
404	79_porcupine	porcupine	Achang	Achang	tjụ³	tjụ³	t j ṵ ³	acha1249	24.25	97.8333	Sino-Tibetan	124	124
405	79_porcupine	porcupine	Lashi	Lashi	bju³	bju³	b j u ³	lash1243	24.45	98.6	Sino-Tibetan	124	124
406	79_porcupine	porcupine	Maru	Maru	pjụ⁵²	pjụ⁵²	p j ṵ ⁵²	maru1249	24.45	98.6	Sino-Tibetan	124	124
407	79_porcupine	porcupine	Phon	Phon	pʰjuɂ⁵⁵	pʰjuɂ⁵⁵	pʰ j u ʔ ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	124	124
408	79_porcupine	porcupine	WrittenBurmese	Written_Burmese	pʰruˀ	pʰruˀ	pʰ r uˀ	oldb1235	21.16	94.90	Sino-Tibetan	124	124
409	79_porcupine	porcupine	Zaiwa	Zaiwa	bju⁵³	bju⁵³	b j u ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	124	124
1572	305_poundrice	pound (rice)	Achang	Achang	tʰuŋ⁵	tʰuŋ⁵	tʰ u ŋ ⁵	acha1249	24.25	97.8333	Sino-Tibetan	447	447
1573	305_poundrice	pound (rice)	Lashi	Lashi	tʰoŋ⁴	tʰoŋ⁴	tʰ o ŋ ⁴	lash1243	24.45	98.6	Sino-Tibetan	447	447
1574	305_poundrice	pound (rice)	Maru	Maru	tʰaun⁵	tʰaun⁵	tʰ au n ⁵	maru1249	24.45	98.6	Sino-Tibetan	447	447
1575	305_poundrice	pound (rice)	Phon	Phon	tʰɔŋ³¹	tʰɔŋ³¹	tʰ ɔ ŋ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	447	447
1576	305_poundrice	pound (rice)	WrittenBurmese	Written_Burmese	tʰauŋ:	tʰauŋ:	tʰ au ŋː/ŋ	oldb1235	21.16	94.90	Sino-Tibetan	447	447
1577	305_poundrice	pound (rice)	Zaiwa	Zaiwa	tʰuŋ⁵³	tʰuŋ⁵³	tʰ u ŋ ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	447	447
1459	280_pull	pull	Achang	Achang	laŋ³	laŋ³	l a ŋ ³	acha1249	24.25	97.8333	Sino-Tibetan	414	414
1460	280_pull	pull	Bela	Bela	lõ⁵²	lõ⁵²	l õ ⁵²	pela1242	24.45	98.6	Sino-Tibetan	414	414
1461	280_pull	pull	Lashi	Lashi	laŋ²	laŋ²	l a ŋ ²	lash1243	24.45	98.6	Sino-Tibetan	414	414
1462	280_pull	pull	WrittenBurmese	Written_Burmese	luˀ	luˀ	l uˀ	oldb1235	21.16	94.90	Sino-Tibetan	414	414
1463	280_pull	pull	Zaiwa	Zaiwa	laŋ⁵³	laŋ⁵³	l a ŋ ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	414	414
864	166_pus	pus	Lashi	Lashi	fueɂ⁵³	fueɂ⁵³	f u/w e ʔ ⁵³	lash1243	24.45	98.6	Sino-Tibetan	247	247
865	166_pus	pus	Maru	Maru	fak⁵	fak⁵	f a k ⁵	maru1249	24.45	98.6	Sino-Tibetan	247	247
1453	279_push	push	Achang	Achang	duan³	duan³	d u/w a n ³	acha1249	24.25	97.8333	Sino-Tibetan	413	413
1454	279_push	push	Bela	Bela	tsạn²³	tsạn²³	ts a̰ n ²³	pela1242	24.45	98.6	Sino-Tibetan	413	413
1455	279_push	push	Lashi	Lashi	duen³	duen³	d u/w e n ³	lash1243	24.45	98.6	Sino-Tibetan	413	413
1456	279_push	push	Maru	Maru	dum⁵⁴	dum⁵⁴	d u m ⁵⁴	maru1249	24.45	98.6	Sino-Tibetan	413	413
1457	279_push	push	WrittenBurmese	Written_Burmese	twan:	twan:	t w a nː/n	oldb1235	21.16	94.90	Sino-Tibetan	413	413
1458	279_push	push	Zaiwa	Zaiwa	dʒụn⁵	dʒụn⁵	dʒ ṵ n ⁵	zaiw1241	24.45	98.6	Sino-Tibetan	413	413
38	7_rain	rain	Lashi	Lashi	wɔ⁵¹	wɔ⁵¹	w ɔ ⁵¹	lash1243	24.45	98.6	Sino-Tibetan	10	10
39	7_rain	rain	Phon	Phon	waɂ⁵⁵	waɂ⁵⁵	w a ʔ ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	10	10
40	7_rain	rain	WrittenBurmese	Written_Burmese	rwa	rwa	r w a	oldb1235	21.16	94.90	Sino-Tibetan	10	10
41	8_rainbow	rainbow	Achang	Achang	sai³⁵ jaŋ⁵³ kan²	sai³⁵ jaŋ⁵³ kan²	s ai ³⁵ + j a ŋ ⁵³ + k a n ²	acha1249	24.25	97.8333	Sino-Tibetan	11 12 13	11 12 13
42	8_rainbow	rainbow	Lashi	Lashi	səŋ⁴³ jɔɂ³¹	səŋ⁴³ jɔɂ³¹	s ə ŋ ⁴³ + j ɔ ʔ ³¹	lash1243	24.45	98.6	Sino-Tibetan	11 12	11 12
43	8_rainbow	rainbow	Maru	Maru	saŋk⁵³ ja⁴¹ gen⁴	saŋk⁵³ ja⁴¹ gen⁴	s a ŋ k ⁵³ + j a ⁴¹ + g e n ⁴	maru1249	24.45	98.6	Sino-Tibetan	11 12 13	11 12 13
44	8_rainbow	rainbow	Phon	Phon	sə jʊŋ	sə jʊŋ	s ə + j ʊ ŋ	hpon1238	25.3248194	97.3544031	Sino-Tibetan	11 12	11 12
45	8_rainbow	rainbow	WrittenBurmese	Written_Burmese	sak	sak	s a k	oldb1235	21.16	94.90	Sino-Tibetan	11	11
46	8_rainbow	rainbow	Zaiwa	Zaiwa	βʷɔɂ³² gan²	βʷɔɂ³² gan²	β w ɔ ʔ ³² + g a n ²	zaiw1241	24.45	98.6	Sino-Tibetan	12 13	12 13
410	80_rat	rat	Achang	Achang	gjuɂ⁴²	gjuɂ⁴²	g j u ʔ ⁴²	acha1249	24.25	97.8333	Sino-Tibetan	125	125
411	80_rat	rat	Bela	Bela	ɣo²³ naɂ⁵²	ɣo²³ naɂ⁵²	ɣ o ²³ + n a ʔ ⁵²	pela1242	24.45	98.6	Sino-Tibetan	125 126	125 126
412	80_rat	rat	Lashi	Lashi	gɛn³² nɔ̃ɂ³	gɛn³² nɔ̃ɂ³	g ɛ n ³² + n ɔ̃ ʔ ³	lash1243	24.45	98.6	Sino-Tibetan	125 126	125 126
413	80_rat	rat	Maru	Maru	ɣok³²	ɣok³²	ɣ o k ³²	maru1249	24.45	98.6	Sino-Tibetan	125	125
414	80_rat	rat	WrittenBurmese	Written_Burmese	krwat	krwat	k r w a t	oldb1235	21.16	94.90	Sino-Tibetan	125	125
415	80_rat	rat	Zaiwa	Zaiwa	ŋɔ³	ŋɔ³	ŋ ɔ ³	zaiw1241	24.45	98.6	Sino-Tibetan	126	126
279	51_rattan	rattan	Achang	Achang	gjɛn⁴²	gjɛn⁴²	g j ɛ n ⁴²	acha1249	24.25	97.8333	Sino-Tibetan	79	79
280	51_rattan	rattan	Lashi	Lashi	gjɛm⁵¹	gjɛm⁵¹	g j ɛ m ⁵¹	lash1243	24.45	98.6	Sino-Tibetan	79	79
281	51_rattan	rattan	Maru	Maru	ɣam⁵¹	ɣam⁵¹	ɣ a m ⁵¹	maru1249	24.45	98.6	Sino-Tibetan	79	79
282	51_rattan	rattan	WrittenBurmese	Written_Burmese	krim	krim	k r i m	oldb1235	21.16	94.90	Sino-Tibetan	79	79
283	51_rattan	rattan	Zaiwa	Zaiwa	gam⁵³	gam⁵³	g a m ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	79	79
1899	364_red	red	Achang	Achang	nɛ³¹	nɛ³¹	n ɛ ³¹	acha1249	24.25	97.8333	Sino-Tibetan	524	524
1900	364_red	red	Bela	Bela	nẽ³	nẽ³	n ẽ ³	pela1242	24.45	98.6	Sino-Tibetan	524	524
1901	364_red	red	Lashi	Lashi	ne³¹	ne³¹	n e ³¹	lash1243	24.45	98.6	Sino-Tibetan	524	524
1902	364_red	red	Maru	Maru	ne³	ne³	n e ³	maru1249	24.45	98.6	Sino-Tibetan	524	524
1903	364_red	red	Phon	Phon	nɛ³¹	nɛ³¹	n ɛ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	524	524
1904	364_red	red	WrittenBurmese	Written_Burmese	ni	ni	n i	oldb1235	21.16	94.90	Sino-Tibetan	524	524
1905	364_red	red	Zaiwa	Zaiwa	ne³²	ne³²	n e ³²	zaiw1241	24.45	98.6	Sino-Tibetan	524	524
345	66_redpepper	red pepper	Achang	Achang	la³	la³	l a ³	acha1249	24.25	97.8333	Sino-Tibetan	102	102
346	66_redpepper	red pepper	Lashi	Lashi	la²	la²	l a ²	lash1243	24.45	98.6	Sino-Tibetan	102	102
347	66_redpepper	red pepper	Maru	Maru	pʰjak⁵	pʰjak⁵	pʰ j a k ⁵	maru1249	24.45	98.6	Sino-Tibetan	103	103
348	66_redpepper	red pepper	Zaiwa	Zaiwa	pʰjik⁵	pʰjik⁵	pʰ j i k ⁵	zaiw1241	24.45	98.6	Sino-Tibetan	103	103
1449	278_return	return	Lashi	Lashi	døm³¹	døm³¹	d ø m ³¹	lash1243	24.45	98.6	Sino-Tibetan	411	411
1450	278_return	return	Maru	Maru	dam³ tọk⁵⁴	dam³ tọk⁵⁴	d a m ³ + t o̰ k ⁵⁴	maru1249	24.45	98.6	Sino-Tibetan	411 412	411 412
1451	278_return	return	Zaiwa	Zaiwa	dau	dau	d au	zaiw1241	24.45	98.6	Sino-Tibetan	411	411
1452	278_return	return	Achang	Achang	tạụ⁵	tạụ⁵	t a̰u ⁵	acha1249	24.25	97.8333	Sino-Tibetan	412	412
830	160_rib	rib	Achang	Achang	nam³¹	nam³¹	n a m ³¹	acha1249	24.25	97.8333	Sino-Tibetan	239	239
831	160_rib	rib	Lashi	Lashi	nam³¹ tʃʰam⁵⁴	nam³¹ tʃʰam⁵⁴	n a m ³¹ + tʃʰ a m ⁵⁴	lash1243	24.45	98.6	Sino-Tibetan	239 240	239 240
832	160_rib	rib	Maru	Maru	nɛ³ tʃʰe⁴²	nɛ³ tʃʰe⁴²	n ɛ ³ + tʃʰ e ⁴²	maru1249	24.45	98.6	Sino-Tibetan	239 240	239 240
833	160_rib	rib	WrittenBurmese	Written_Burmese	nam	nam	n a m	oldb1235	21.16	94.90	Sino-Tibetan	239	239
834	160_rib	rib	Zaiwa	Zaiwa	nam³² tʃʰam³²	nam³² tʃʰam³²	n a m ³² + tʃʰ a m ³²	zaiw1241	24.45	98.6	Sino-Tibetan	239 240	239 240
361	70_ricehusk	rice husk	Achang	Achang	pʰə³ san³	pʰə³ san³	pʰ ə ³ + s a n ³	acha1249	24.25	97.8333	Sino-Tibetan	109 110	109 110
362	70_ricehusk	rice husk	Maru	Maru	pʰӧi³²	pʰӧi³²	pʰ ö/œ i ³²	maru1249	24.45	98.6	Sino-Tibetan	109	109
363	70_ricehusk	rice husk	Phon	Phon	pʰu koɂ⁵⁵ ʃeɂ	pʰu koɂ⁵⁵ ʃeɂ	pʰ u + k o ʔ ⁵⁵ + ʃ e ʔ	hpon1238	25.3248194	97.3544031	Sino-Tibetan	109 111 110	109 111 110
364	70_ricehusk	rice husk	WrittenBurmese	Written_Burmese	pʰwai:	pʰwai:	p a	oldb1235	21.16	94.90	Sino-Tibetan	109	109
365	70_ricehusk	rice husk	Lashi	Lashi	kọk⁵⁴ sɨ⁵	kọk⁵⁴ sɨ⁵	k o̰ k ⁵⁴ + s ɨ ⁵	lash1243	24.45	98.6	Sino-Tibetan	111 110	111 110
366	70_ricehusk	rice husk	Zaiwa	Zaiwa	tʃʰɪŋ⁵³	tʃʰɪŋ⁵³	tʃʰ ɪ ŋ ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	110	110
1844	355_rightside	right side	Achang	Achang	lɔɂ⁴³ jɔ⁴²	lɔɂ⁴³ jɔ⁴²	l ɔ ʔ ⁴³ + j ɔ ⁴²	acha1249	24.25	97.8333	Sino-Tibetan	511 512	511 512
1845	355_rightside	right side	Lashi	Lashi	lɔ̣ɂ³ ju⁴²	lɔ̣ɂ³ ju⁴²	l ɔ̰ ʔ ³ + j u ⁴²	lash1243	24.45	98.6	Sino-Tibetan	511 512	511 512
1846	355_rightside	right side	Maru	Maru	loɂ³ jo³²	loɂ³ jo³²	l o ʔ ³ + j o ³²	maru1249	24.45	98.6	Sino-Tibetan	511 512	511 512
1847	355_rightside	right side	Phon	Phon	lʊɂ³¹	lʊɂ³¹	l ʊ ʔ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	511	511
1848	355_rightside	right side	WrittenBurmese	Written_Burmese	lak ja	lak ja	l a k + j a	oldb1235	21.16	94.90	Sino-Tibetan	511 512	511 512
1849	355_rightside	right side	Zaiwa	Zaiwa	lɔɂ³ jɔ³¹	lɔɂ³ jɔ³¹	l ɔ ʔ ³ + j ɔ ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	511 512	511 512
1072	203_ring	ring	Achang	Achang	lɔɂ³² kjɔ̣p⁵³	lɔɂ³² kjɔ̣p⁵³	l ɔ ʔ ³² + k j ɔ̰ p ⁵³	acha1249	24.25	97.8333	Sino-Tibetan	309 310	309 310
1073	203_ring	ring	Lashi	Lashi	lɔ̣ɂ³ bain⁴	lɔ̣ɂ³ bain⁴	l ɔ̰ ʔ ³ + b ai n ⁴	lash1243	24.45	98.6	Sino-Tibetan	309 311	309 311
1074	203_ring	ring	Maru	Maru	loɂ³² pẹn²	loɂ³² pẹn²	l o ʔ ³² + p ḛ n ²	maru1249	24.45	98.6	Sino-Tibetan	309 311	309 311
1075	203_ring	ring	WrittenBurmese	Written_Burmese	lak cwap	lak cwap	l a k + tsʷ a p	oldb1235	21.16	94.90	Sino-Tibetan	309 310	309 310
1076	203_ring	ring	Zaiwa	Zaiwa	lɔɂ³² dʒɔp⁵⁴	lɔɂ³² dʒɔp⁵⁴	l ɔ ʔ ³² + dʒ ɔ p ⁵⁴	zaiw1241	24.45	98.6	Sino-Tibetan	309 310	309 310
120	24_river	river	Achang	Achang	laŋ³²	laŋ³²	l a ŋ ³²	acha1249	24.25	97.8333	Sino-Tibetan	35	35
121	24_river	river	Bela	Bela	laŋ⁵²	laŋ⁵²	l a ŋ ⁵²	pela1242	24.45	98.6	Sino-Tibetan	35	35
122	24_river	river	Lashi	Lashi	lạŋ³¹	lạŋ³¹	l a̰ ŋ ³¹	lash1243	24.45	98.6	Sino-Tibetan	35	35
123	24_river	river	WrittenBurmese	Written_Burmese	kʰyauŋ:	kʰyauŋ:	kʰ y/j ŋː/ŋ	oldb1235	21.16	94.90	Sino-Tibetan	35	35
124	24_river	river	Zaiwa	Zaiwa	laŋ³¹	laŋ³¹	l a ŋ ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	35	35
972	184_roadorpath	road or path	Bela	Bela	kʰja⁵²	kʰja⁵²	kʰ j a ⁵²	pela1242	24.45	98.6	Sino-Tibetan	281	281
973	184_roadorpath	road or path	Lashi	Lashi	kʰjɔ⁴	kʰjɔ⁴	kʰ j ɔ ⁴	lash1243	24.45	98.6	Sino-Tibetan	281	281
974	184_roadorpath	road or path	Maru	Maru	kʰjɔ⁵¹	kʰjɔ⁵¹	kʰ j ɔ ⁵¹	maru1249	24.45	98.6	Sino-Tibetan	281	281
975	184_roadorpath	road or path	Phon	Phon	kʰə ɹi³¹	kʰə ɹi³¹	kʰ ə + ɹ i ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	281 282	281 282
976	184_roadorpath	road or path	Zaiwa	Zaiwa	kʰjɔ⁵³	kʰjɔ⁵³	kʰ j ɔ ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	281	281
977	184_roadorpath	road or path	Achang	Achang	lụ³	lụ³	l ṵ ³	acha1249	24.25	97.8333	Sino-Tibetan	282	282
978	184_roadorpath	road or path	WrittenBurmese	Written_Burmese	lam:	lam:	l a mː/m	oldb1235	21.16	94.90	Sino-Tibetan	282	282
1001	189_roof	roof	Achang	Achang	kʰoŋ³	kʰoŋ³	kʰ o ŋ ³	acha1249	24.25	97.8333	Sino-Tibetan	289	289
1002	189_roof	roof	Lashi	Lashi	kʰoŋ⁴²	kʰoŋ⁴²	kʰ o ŋ ⁴²	lash1243	24.45	98.6	Sino-Tibetan	289	289
1003	189_roof	roof	Maru	Maru	kʰauŋ³¹	kʰauŋ³¹	kʰ au ŋ ³¹	maru1249	24.45	98.6	Sino-Tibetan	289	289
1004	189_roof	roof	Phon	Phon	kʰauŋ⁵⁵	kʰauŋ⁵⁵	kʰ au ŋ ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	289	289
1005	189_roof	roof	WrittenBurmese	Written_Burmese	kʰaŋ	kʰaŋ	kʰ a ŋ	oldb1235	21.16	94.90	Sino-Tibetan	289	289
1006	189_roof	roof	Zaiwa	Zaiwa	kʰuŋ⁵³	kʰuŋ⁵³	kʰ u ŋ ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	289	289
222	42_root	root	Achang	Achang	njɛt³²	njɛt³²	n j ɛ t ³²	acha1249	24.25	97.8333	Sino-Tibetan	67	67
223	42_root	root	Phon	Phon	mjaiɂ³¹	mjaiɂ³¹	m j ai ʔ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	67	67
224	42_root	root	WrittenBurmese	Written_Burmese	mrac	mrac	m r a ts	oldb1235	21.16	94.90	Sino-Tibetan	67	67
225	42_root	root	Zaiwa	Zaiwa	mɪt⁴³	mɪt⁴³	m ɪ t ⁴³	zaiw1241	24.45	98.6	Sino-Tibetan	67	67
226	42_root	root	Bela	Bela	ki⁵²	ki⁵²	k i ⁵²	pela1242	24.45	98.6	Sino-Tibetan	68	68
227	42_root	root	Lashi	Lashi	gi²	gi²	g i ²	lash1243	24.45	98.6	Sino-Tibetan	68	68
228	42_root	root	Maru	Maru	gi²	gi²	g i ²	maru1249	24.45	98.6	Sino-Tibetan	68	68
1970	378_rotten	rotten	Achang	Achang	buɔp³¹	buɔp³¹	b u/w ɔ p ³¹	acha1249	24.25	97.8333	Sino-Tibetan	542	542
1971	378_rotten	rotten	Lashi	Lashi	buɛp²	buɛp²	b u/w ɛ p ²	lash1243	24.45	98.6	Sino-Tibetan	542	542
1972	378_rotten	rotten	Maru	Maru	bap³⁴	bap³⁴	b a p ³⁴	maru1249	24.45	98.6	Sino-Tibetan	542	542
1973	378_rotten	rotten	WrittenBurmese	Written_Burmese	pup	pup	p u p	oldb1235	21.16	94.90	Sino-Tibetan	542	542
1974	378_rotten	rotten	Zaiwa	Zaiwa	bʊp³	bʊp³	b ʊ p ³	zaiw1241	24.45	98.6	Sino-Tibetan	542	542
1832	353_round	round	Achang	Achang	lai⁵	lai⁵	l ai ⁵	acha1249	24.25	97.8333	Sino-Tibetan	509	509
1833	353_round	round	Bela	Bela	laŋ²³	laŋ²³	l a ŋ ²³	pela1242	24.45	98.6	Sino-Tibetan	509	509
1834	353_round	round	Lashi	Lashi	ləŋ⁴	ləŋ⁴	l ə ŋ ⁴	lash1243	24.45	98.6	Sino-Tibetan	509	509
1835	353_round	round	Phon	Phon	laŋ³¹	laŋ³¹	l a ŋ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	509	509
1836	353_round	round	WrittenBurmese	Written_Burmese	lum:	lum:	l u mː/m	oldb1235	21.16	94.90	Sino-Tibetan	509	509
1837	353_round	round	Zaiwa	Zaiwa	liŋ³²	liŋ³²	l i ŋ ³²	zaiw1241	24.45	98.6	Sino-Tibetan	509	509
1509	291_ruborscrub	rub or scrub	Achang	Achang	tsʰaɂ⁴¹	tsʰaɂ⁴¹	tsʰ a ʔ ⁴¹	acha1249	24.25	97.8333	Sino-Tibetan	429	429
1510	291_ruborscrub	rub or scrub	Lashi	Lashi	dʒoiɂ⁵	dʒoiɂ⁵	dʒ oi ʔ ⁵	lash1243	24.45	98.6	Sino-Tibetan	429	429
1511	291_ruborscrub	rub or scrub	WrittenBurmese	Written_Burmese	swe:	swe:	s w eː	oldb1235	21.16	94.90	Sino-Tibetan	429	429
695	132_saliva	saliva	Bela	Bela	kiɂ²³	kiɂ²³	k i ʔ ²³	pela1242	24.45	98.6	Sino-Tibetan	200	200
696	132_saliva	saliva	Lashi	Lashi	gain⁵³	gain⁵³	g ai n ⁵³	lash1243	24.45	98.6	Sino-Tibetan	200	200
697	132_saliva	saliva	Maru	Maru	kʰət³	kʰət³	kʰ ə t ³	maru1249	24.45	98.6	Sino-Tibetan	200	200
698	132_saliva	saliva	Zaiwa	Zaiwa	kan³¹	kan³¹	k a n ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	200	200
699	132_saliva	saliva	Achang	Achang	dʒei⁵	dʒei⁵	dʒ ei ⁵	acha1249	24.25	97.8333	Sino-Tibetan	200	200
700	132_saliva	saliva	Phon	Phon	tʰwi	tʰwi	t i	hpon1238	25.3248194	97.3544031	Sino-Tibetan	200	200
701	132_saliva	saliva	WrittenBurmese	Written_Burmese	swe:	swe:	s w eː	oldb1235	21.16	94.90	Sino-Tibetan	200	200
367	71_salt	salt	Achang	Achang	tsʰɔ⁵	tsʰɔ⁵	tsʰ ɔ ⁵	acha1249	24.25	97.8333	Sino-Tibetan	112	112
368	71_salt	salt	Bela	Bela	tʰa²³	tʰa²³	tʰ a ²³	pela1242	24.45	98.6	Sino-Tibetan	112	112
369	71_salt	salt	Lashi	Lashi	tsʰo⁵	tsʰo⁵	tsʰ o ⁵	lash1243	24.45	98.6	Sino-Tibetan	112	112
370	71_salt	salt	Maru	Maru	tsʰo⁴³	tsʰo⁴³	tsʰ o ⁴³	maru1249	24.45	98.6	Sino-Tibetan	112	112
371	71_salt	salt	Phon	Phon	sʰa³¹	sʰa³¹	sʰ a ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	112	112
372	71_salt	salt	WrittenBurmese	Written_Burmese	cʰa:	cʰa:	tsʰ aː	oldb1235	21.16	94.90	Sino-Tibetan	112	112
373	71_salt	salt	Zaiwa	Zaiwa	tsʰɔ³¹	tsʰɔ³¹	tsʰ ɔ ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	112	112
1939	372_same	same	Achang	Achang	de³	de³	d e ³	acha1249	24.25	97.8333	Sino-Tibetan	536	536
1940	372_same	same	Lashi	Lashi	du³¹	du³¹	d u ³¹	lash1243	24.45	98.6	Sino-Tibetan	536	536
1941	372_same	same	Maru	Maru	dau³	dau³	d au ³	maru1249	24.45	98.6	Sino-Tibetan	536	536
1942	372_same	same	WrittenBurmese	Written_Burmese	tu	tu	t u	oldb1235	21.16	94.90	Sino-Tibetan	536	536
